BGIBMGA008184	XP_012543771.1
BGIBMGA009905	XP_012553394.1
BGIBMGA014518	XP_012552268.1
BGIBMGA003386	XP_004922978.1
BGIBMGA005508	XP_004932229.1
BGIBMGA000240	XP_004932052.1
BGIBMGA004166	NP_001040356.1
BGIBMGA004064	NP_001040315.1
BGIBMGA008103	XP_012551209.1
BGIBMGA009240	XP_004922640.1
BGIBMGA001096	XP_012547252.1
BGIBMGA011734	XP_012550510.1
BGIBMGA002893	XP_012551644.1
BGIBMGA001808	XP_004922260.1
BGIBMGA003519	XP_004930115.1
BGIBMGA003406	XP_012552865.1
BGIBMGA007841	NP_001040182.1
BGIBMGA004290	NP_001136225.1
BGIBMGA005487	XP_004932187.1
BGIBMGA008543	XP_012547665.1
BGIBMGA008834	XP_004926657.2
BGIBMGA003118	XP_004931054.2
BGIBMGA008824	XP_004926653.1
BGIBMGA003511	XP_012549214.1
BGIBMGA007825	XP_004928542.1
BGIBMGA006577	XP_012549545.1
BGIBMGA003629	XP_012549161.1
BGIBMGA006016	XP_012548489.1
BGIBMGA003015	XP_012550058.1
BGIBMGA011371	XP_004930750.1
BGIBMGA006518	XP_004930613.1
BGIBMGA006478	NP_001139537.1
BGIBMGA003125	XP_004930903.1
BGIBMGA000875	NP_001268820.1
BGIBMGA013899	NP_001166782.1
BGIBMGA010333	XP_004926538.1
BGIBMGA012927	XP_004932765.2
BGIBMGA000679	NP_001040206.1
BGIBMGA007060	XP_004932467.1
BGIBMGA008745	XP_012546273.1
BGIBMGA001463	XP_004929633.1
BGIBMGA004248	XP_012546750.1
BGIBMGA004717	XP_004926534.2
BGIBMGA001217	XP_004927883.1
BGIBMGA009875	XP_004923644.1
BGIBMGA009766	XP_012551863.1
BGIBMGA012461	XP_004924037.1
BGIBMGA000250	NP_001166644.1
BGIBMGA011468	NP_001159617.1
BGIBMGA003322	XP_012552870.1
BGIBMGA001728	XP_012548129.1
BGIBMGA005175	XP_004921881.1
BGIBMGA007224	XP_004927049.1
BGIBMGA005183	XP_004926811.1
BGIBMGA007137	XP_012551277.1
BGIBMGA006304	XP_012553282.1
BGIBMGA008880	XP_012550586.1
BGIBMGA010317	XP_004926559.1
BGIBMGA004896	XP_004924576.1
BGIBMGA004798	XP_012553140.1
BGIBMGA010148	XP_004931325.1
BGIBMGA003492	XP_004930163.2
BGIBMGA003587	NP_001036997.1
BGIBMGA006617	XP_004930387.1
BGIBMGA002099	XP_004932801.2
BGIBMGA010970	NP_001037233.1
BGIBMGA002934	XP_004921702.1
BGIBMGA011754	XP_004931451.1
BGIBMGA003819	XP_012546104.1
BGIBMGA006401	XP_012549693.1
BGIBMGA008790	XP_004926705.2
BGIBMGA011180	XP_004930789.1
BGIBMGA008355	NP_001140189.1
BGIBMGA002662	NP_001104809.1
BGIBMGA011378	XP_004930757.2
BGIBMGA008698	XP_012545621.1
BGIBMGA005613	XP_012546442.1
BGIBMGA001631	XP_012547523.1
BGIBMGA001481	XP_012548837.1
BGIBMGA003816	XP_012546093.1
BGIBMGA000994	XP_004927815.2
BGIBMGA001976	XP_004933462.1
BGIBMGA006902	XP_004923235.1
BGIBMGA001954	XP_004933439.1
BGIBMGA011194	XP_004930773.1
BGIBMGA012596	NP_001166731.1
BGIBMGA013366	XP_004926638.1
BGIBMGA004069	XP_004922375.1
BGIBMGA011866	XP_012550515.1
BGIBMGA006215	XP_004929287.1
BGIBMGA010161	XP_012550302.1
BGIBMGA006420	XP_012549575.1
BGIBMGA001389	XP_004934347.1
BGIBMGA012796	XP_012548159.1
BGIBMGA014117	NP_001040512.1
BGIBMGA005491	XP_012550929.1
BGIBMGA005389	XP_004932075.1
BGIBMGA010657	XP_012545298.1
BGIBMGA013370	XP_012546205.1
BGIBMGA000636	XP_012548957.1
BGIBMGA011187	XP_012549751.1
BGIBMGA006696	XP_004930355.1
BGIBMGA011955	XP_012544120.1
BGIBMGA008418	XP_012547466.1
BGIBMGA014215	NP_001166865.1
BGIBMGA010798	XP_012551691.1
BGIBMGA000410	XP_004931935.1
BGIBMGA006326	XP_012553284.1
BGIBMGA002428	XP_012550201.1
BGIBMGA007012	XP_004932518.1
BGIBMGA012385	NP_001073135.1
BGIBMGA011473	XP_004932659.1
BGIBMGA005519	XP_004932247.1
BGIBMGA012111	XP_012551556.1
BGIBMGA010609	XP_012545300.1
BGIBMGA006028	XP_012548478.1
BGIBMGA005739	XP_004926869.1
BGIBMGA001300	NP_001127744.1
BGIBMGA009079	XP_012544344.1
BGIBMGA013787	XP_012553168.1
BGIBMGA013608	XP_004925283.2
BGIBMGA013142	XP_004926895.1
BGIBMGA007293	XP_012545577.1
BGIBMGA013297	XP_012544766.1
BGIBMGA012953	XP_012548281.1
BGIBMGA005085	XP_004921790.2
BGIBMGA005001	XP_012544466.1
BGIBMGA014166	XP_012545788.1
BGIBMGA002730	XP_012551076.1
BGIBMGA006315	XP_004923549.1
BGIBMGA001916	NP_001040358.1
BGIBMGA003557	XP_012549140.1
BGIBMGA006971	NP_001040491.1
BGIBMGA005014	XP_004921923.2
BGIBMGA008662	XP_012545513.1
BGIBMGA001426	XP_004929679.1
BGIBMGA010460	XP_012548554.1
BGIBMGA001342	XP_004933708.1
BGIBMGA001208	XP_012547234.1
BGIBMGA002634	XP_004932337.1
BGIBMGA001273	XP_004927964.1
BGIBMGA008699	XP_004925768.1
BGIBMGA012370	XP_004925455.2
BGIBMGA012554	XP_012545035.1
BGIBMGA011548	XP_004932751.1
BGIBMGA001214	XP_004927878.1
BGIBMGA000154	XP_012552955.1
BGIBMGA012119	XP_004932942.1
BGIBMGA001575	XP_012548839.1
BGIBMGA014209	XP_004934379.2
BGIBMGA001256	XP_012547352.1
BGIBMGA005995	XP_004929359.2
BGIBMGA001661	XP_012547779.1
BGIBMGA012764	NP_001037335.1
BGIBMGA013679	XP_004926959.1
BGIBMGA010616	NP_001040408.1
BGIBMGA002483	XP_012550176.1
BGIBMGA010195	NP_001157371.1
BGIBMGA000429	NP_001036855.1
BGIBMGA000765	XP_004925722.1
BGIBMGA011845	XP_004931571.1
BGIBMGA010113	XP_004931370.2
BGIBMGA008176	XP_004923728.1
BGIBMGA010841	NP_001040362.1
BGIBMGA005955	XP_012548507.1
BGIBMGA010913	NP_001166291.1
BGIBMGA005929	XP_012548301.1
BGIBMGA001840	XP_012551962.1
BGIBMGA014119	XP_004925167.1
BGIBMGA011562	NP_001162054.2
BGIBMGA000325	NP_001036869.1
BGIBMGA013034	XP_012548187.1
BGIBMGA009890	XP_012553393.1
BGIBMGA003947	XP_004926410.1
BGIBMGA002937	XP_012545275.1
BGIBMGA008597	XP_012545336.1
BGIBMGA010468	XP_004929538.2
BGIBMGA005296	XP_012551041.1
BGIBMGA004364	NP_001036935.1
BGIBMGA002476	XP_012550227.1
BGIBMGA001636	XP_012547513.1
BGIBMGA001566	XP_012548783.1
BGIBMGA003140	XP_012550059.1
BGIBMGA013647	XP_012547053.1
BGIBMGA003346	XP_012552792.1
BGIBMGA010294	NP_001037040.1
BGIBMGA014399	XP_004927503.2
BGIBMGA013972	XP_004933592.1
BGIBMGA011609	NP_001037450.1
BGIBMGA007054	XP_012551207.1
BGIBMGA010602	XP_004925575.1
BGIBMGA009681	XP_004933287.1
BGIBMGA010079	XP_004923328.1
BGIBMGA008838	XP_004927473.1
BGIBMGA006072	XP_012548485.1
BGIBMGA002560	XP_004932424.1
BGIBMGA011580	XP_012551335.1
BGIBMGA007472	XP_012545901.1
BGIBMGA013053	XP_004928958.1
BGIBMGA012711	XP_012544629.1
BGIBMGA009733	XP_004933261.1
BGIBMGA012485	NP_001040269.1
BGIBMGA012940	XP_012548247.1
BGIBMGA009232	XP_004922660.1
BGIBMGA004996	XP_012544397.1
BGIBMGA001971	XP_012552022.1
BGIBMGA013143	XP_004926895.1
BGIBMGA001226	XP_004927901.2
BGIBMGA006914	XP_004923217.1
BGIBMGA000191	XP_004927388.1
BGIBMGA007663	XP_004928646.1
BGIBMGA008840	XP_012546905.1
BGIBMGA000518	XP_004929896.1
BGIBMGA013137	XP_004926910.2
BGIBMGA013665	XP_004926958.1
BGIBMGA011394	XP_012549730.1
BGIBMGA011213	XP_012549834.1
BGIBMGA004712	XP_012546114.1
BGIBMGA000827	XP_004927625.1
BGIBMGA012684	XP_004924788.1
BGIBMGA013689	XP_004927356.1
BGIBMGA007011	XP_004932518.1
BGIBMGA000670	XP_012548911.1
BGIBMGA006379	XP_004930583.1
BGIBMGA008047	XP_012552748.1
BGIBMGA009746	XP_004933276.1
BGIBMGA011323	XP_012549786.1
BGIBMGA001642	XP_012547512.1
BGIBMGA009651	XP_012551898.1
BGIBMGA014387	XP_012546831.1
BGIBMGA004644	XP_004927402.1
BGIBMGA007963	NP_001189459.1
BGIBMGA010172	XP_012550253.1
BGIBMGA012622	XP_004926232.2
BGIBMGA009050	XP_012544320.1
BGIBMGA009736	XP_004933267.2
BGIBMGA008304	XP_012547598.1
BGIBMGA011290	XP_004930803.1
BGIBMGA006023	XP_004929180.1
BGIBMGA009369	XP_004923810.1
BGIBMGA008003	XP_012552763.1
BGIBMGA013020	XP_004928932.1
BGIBMGA012099	XP_012551623.1
BGIBMGA000178	XP_004927308.2
BGIBMGA003032	XP_004930910.1
BGIBMGA014039	NP_001103810.2
BGIBMGA002323	XP_012546971.1
BGIBMGA002906	NP_001037022.1
BGIBMGA011501	XP_004932624.1
BGIBMGA003444	XP_004930245.1
BGIBMGA002790	NP_001138802.1
BGIBMGA000179	XP_012546798.1
BGIBMGA014448	XP_004929240.1
BGIBMGA002265	XP_004922082.1
BGIBMGA013144	XP_004926895.1
BGIBMGA005524	XP_004932254.1
BGIBMGA003424	XP_012552809.1
BGIBMGA011329	XP_012549773.1
BGIBMGA011004	XP_012545248.1
BGIBMGA005562	XP_012545671.1
BGIBMGA005065	XP_012552626.1
BGIBMGA009691	XP_012551888.1
BGIBMGA010075	NP_001124363.1
BGIBMGA004459	XP_012550594.1
BGIBMGA006946	NP_001037050.1
BGIBMGA010559	XP_012548706.1
BGIBMGA013378	XP_012553357.1
BGIBMGA004291	XP_004925330.1
BGIBMGA013098	XP_004929020.1
BGIBMGA000344	XP_004931885.1
BGIBMGA002266	XP_004922081.1
BGIBMGA014593	XP_004933860.1
BGIBMGA008802	NP_001127711.1
BGIBMGA007135	XP_012551265.1
BGIBMGA007429	XP_012543979.1
BGIBMGA010934	XP_012544619.1
BGIBMGA013329	XP_012546680.1
BGIBMGA014091	XP_012552258.1
BGIBMGA001316	XP_012546648.1
BGIBMGA010774	XP_012551661.1
BGIBMGA000641	NP_001182629.1
BGIBMGA009542	XP_012546780.1
BGIBMGA004388	XP_004922558.1
BGIBMGA001908	XP_004933383.1
BGIBMGA000389	XP_004931909.1
BGIBMGA000034	XP_004926130.1
BGIBMGA011216	XP_012549875.1
BGIBMGA005269	XP_004924119.1
BGIBMGA001885	XP_004933420.1
BGIBMGA007928	XP_012547975.1
BGIBMGA001944	XP_012551993.1
BGIBMGA012981	XP_004928888.1
BGIBMGA005552	XP_004921990.1
BGIBMGA003221	XP_012544869.1
BGIBMGA001589	XP_004929789.1
BGIBMGA010915	XP_012544604.1
BGIBMGA012665	XP_004926999.1
BGIBMGA001600	XP_004929730.1
BGIBMGA004189	XP_004924237.2
BGIBMGA009129	XP_004926037.1
BGIBMGA005888	XP_012544580.1
BGIBMGA006548	XP_004930466.1
BGIBMGA008039	NP_001127748.1
BGIBMGA010649	XP_004925515.1
BGIBMGA009324	XP_004923812.1
BGIBMGA009474	XP_012552596.1
BGIBMGA009867	XP_012553389.1
BGIBMGA014217	XP_004933631.1
BGIBMGA007694	NP_001040371.1
BGIBMGA007912	XP_004928634.1
BGIBMGA012106	XP_004932926.1
BGIBMGA003720	XP_012549343.1
BGIBMGA010925	XP_012544608.1
BGIBMGA012577	XP_012545034.1
BGIBMGA011524	XP_012551315.1
BGIBMGA008125	XP_004934220.2
BGIBMGA010575	NP_001177769.1
BGIBMGA011887	XP_004924203.1
BGIBMGA001972	XP_012552022.1
BGIBMGA013593	NP_001040143.1
BGIBMGA009934	XP_004927123.1
BGIBMGA009423	XP_012545216.1
BGIBMGA000324	NP_001037001.1
BGIBMGA010076	XP_012553033.1
BGIBMGA011972	NP_001121634.1
BGIBMGA009190	XP_012546940.1
BGIBMGA008049	XP_004922894.1
BGIBMGA009132	NP_001036964.1
BGIBMGA001918	NP_001040502.1
BGIBMGA009870	XP_012553388.1
BGIBMGA002700	XP_004932451.1
BGIBMGA005083	XP_012544588.1
BGIBMGA009154	XP_004926034.1
BGIBMGA008310	XP_004928446.1
BGIBMGA012791	XP_004928979.1
BGIBMGA004564	XP_012553198.1
BGIBMGA002510	XP_004931185.1
BGIBMGA006135	XP_012548436.1
BGIBMGA010849	XP_004927667.2
BGIBMGA004950	XP_012544431.1
BGIBMGA009415	XP_012545225.1
BGIBMGA013267	XP_004922755.1
BGIBMGA011620	NP_001037217.1
BGIBMGA014520	XP_012552312.1
BGIBMGA005751	XP_004923908.1
BGIBMGA000750	XP_004923406.2
BGIBMGA004442	XP_004922527.1
BGIBMGA000715	XP_004929915.1
BGIBMGA001346	XP_012546337.1
BGIBMGA007246	XP_012546548.1
BGIBMGA008237	XP_004926830.1
BGIBMGA007721	XP_012547720.1
BGIBMGA007179	XP_004925044.2
BGIBMGA007362	XP_012543949.1
BGIBMGA009904	XP_012553439.1
BGIBMGA003579	XP_004930258.1
BGIBMGA012263	XP_004933211.1
BGIBMGA009694	XP_004933266.1
BGIBMGA011935	XP_012544152.1
BGIBMGA013296	XP_004924908.1
BGIBMGA003469	NP_001091823.1
BGIBMGA013254	XP_004922743.1
BGIBMGA007142	XP_012544016.1
BGIBMGA010750	XP_004933018.1
BGIBMGA005856	XP_012546461.1
BGIBMGA014575	XP_004933839.1
BGIBMGA012186	XP_012544956.1
BGIBMGA009740	XP_012551897.1
BGIBMGA011477	XP_004932651.1
BGIBMGA004834	XP_004923337.1
BGIBMGA005845	XP_012546447.1
BGIBMGA007085	NP_001166741.1
BGIBMGA011986	XP_004924187.1
BGIBMGA001822	XP_004932994.1
BGIBMGA002223	XP_012546391.1
BGIBMGA004362	XP_004922593.1
BGIBMGA001722	XP_004922158.2
BGIBMGA007512	XP_004924702.2
BGIBMGA003609	XP_004930023.1
BGIBMGA012880	XP_004928864.1
BGIBMGA011975	XP_004924174.1
BGIBMGA011044	XP_012543924.1
BGIBMGA006908	XP_012553007.1
BGIBMGA004820	XP_012553106.1
BGIBMGA009631	XP_004933648.1
BGIBMGA009392	XP_004925428.1
BGIBMGA002246	XP_012546962.1
BGIBMGA006143	XP_004929347.1
BGIBMGA012229	XP_012551813.1
BGIBMGA005728	XP_012546419.1
BGIBMGA010184	NP_001036830.1
BGIBMGA012413	XP_012545351.1
BGIBMGA010274	XP_004931374.1
BGIBMGA004447	XP_012550760.1
BGIBMGA001998	XP_004932890.1
BGIBMGA009774	NP_001037005.1
BGIBMGA005106	XP_004921787.1
BGIBMGA014521	XP_004933797.1
BGIBMGA000218	XP_004932002.1
BGIBMGA013569	NP_001129358.1
BGIBMGA003144	XP_012549939.1
BGIBMGA011755	XP_004931453.1
BGIBMGA009725	XP_012551837.1
BGIBMGA006661	XP_004930342.1
BGIBMGA004947	XP_012544447.1
BGIBMGA004645	NP_001037211.1
BGIBMGA000351	XP_004931877.1
BGIBMGA009114	XP_004924435.1
BGIBMGA007777	XP_012548034.1
BGIBMGA012067	XP_012551591.1
BGIBMGA001127	XP_012547142.1
BGIBMGA009689	XP_004933275.1
BGIBMGA001432	XP_004929660.1
BGIBMGA002763	XP_012546727.1
BGIBMGA012347	XP_012551772.1
BGIBMGA014148	XP_004926167.1
BGIBMGA009461	NP_001243916.1
BGIBMGA010730	XP_004933110.2
BGIBMGA009117	XP_004926048.1
BGIBMGA005743	XP_012543886.1
BGIBMGA007171	XP_012544911.1
BGIBMGA008087	XP_004922941.1
BGIBMGA007648	XP_004928805.1
BGIBMGA007461	XP_012545933.1
BGIBMGA000852	XP_012547167.1
BGIBMGA013915	NP_001166637.1
BGIBMGA009976	XP_004926433.1
BGIBMGA013318	NP_001040377.1
BGIBMGA009361	XP_004923802.1
BGIBMGA008947	XP_012550665.1
BGIBMGA011139	XP_004926011.1
BGIBMGA011370	XP_012549776.1
BGIBMGA006125	XP_004929174.1
BGIBMGA005522	XP_012550967.1
BGIBMGA014150	XP_004926166.1
BGIBMGA007767	NP_001036983.1
BGIBMGA001628	XP_012548980.1
BGIBMGA014525	XP_012552269.1
BGIBMGA010355	XP_004929604.1
BGIBMGA007905	XP_012547795.1
BGIBMGA012710	NP_001040311.1
BGIBMGA001685	XP_004922300.2
BGIBMGA009538	XP_012546781.1
BGIBMGA002587	XP_004932388.1
BGIBMGA000844	XP_012547428.1
BGIBMGA002079	XP_004932784.1
BGIBMGA002908	XP_012552681.1
BGIBMGA010154	XP_004931317.1
BGIBMGA007038	XP_012551210.1
BGIBMGA002728	XP_012551101.1
BGIBMGA014571	XP_012552598.1
BGIBMGA006638	NP_001040237.1
BGIBMGA001001	NP_001037416.1
BGIBMGA002647	NP_001040186.1
BGIBMGA009611	XP_012545959.1
BGIBMGA004827	XP_004923350.1
BGIBMGA010561	NP_001121193.1
BGIBMGA013464	NP_001037323.1
BGIBMGA004982	XP_004924524.1
BGIBMGA005999	XP_004929205.1
BGIBMGA008281	XP_004925953.1
BGIBMGA009829	XP_012553398.1
BGIBMGA004350	XP_004927554.2
BGIBMGA003709	XP_004930170.1
BGIBMGA009929	XP_012546621.1
BGIBMGA010026	XP_004923285.2
BGIBMGA014058	XP_004927651.1
BGIBMGA006628	XP_004930378.1
BGIBMGA003647	XP_004930074.1
BGIBMGA000689	XP_004929872.1
BGIBMGA005696	NP_001119721.1
BGIBMGA013955	XP_012552110.1
BGIBMGA010475	XP_004929532.1
BGIBMGA002135	XP_004932835.1
BGIBMGA005905	XP_012546881.1
BGIBMGA009910	XP_004923669.1
BGIBMGA009772	XP_012551894.1
BGIBMGA004402	XP_004922607.2
BGIBMGA009464	XP_012552578.1
BGIBMGA011307	NP_001037672.1
BGIBMGA002120	XP_012551531.1
BGIBMGA008431	XP_012547469.1
BGIBMGA009342	XP_004923797.1
BGIBMGA008498	XP_004928270.1
BGIBMGA005804	XP_012551548.1
BGIBMGA009763	XP_004933296.1
BGIBMGA013882	XP_012548007.1
BGIBMGA007758	XP_004928730.1
BGIBMGA009895	XP_004923662.1
BGIBMGA006301	XP_004923540.1
BGIBMGA007288	XP_004925868.1
BGIBMGA010912	XP_004924762.1
BGIBMGA010620	NP_001040390.1
BGIBMGA009353	XP_004923792.1
BGIBMGA006728	XP_004930396.1
BGIBMGA012061	XP_012551620.1
BGIBMGA009803	NP_001124361.1
BGIBMGA009338	XP_004923804.1
BGIBMGA008893	XP_004931764.1
BGIBMGA004605	NP_001091794.1
BGIBMGA003226	XP_004924997.1
BGIBMGA006260	XP_012553298.1
BGIBMGA000184	XP_012547004.1
BGIBMGA006077	XP_012548338.1
BGIBMGA001166	XP_004927828.1
BGIBMGA011537	XP_004932655.1
BGIBMGA010828	XP_004933050.1
BGIBMGA007147	XP_004925075.1
BGIBMGA006774	XP_004930448.1
BGIBMGA008337	XP_004928273.1
BGIBMGA009648	XP_004933313.1
BGIBMGA000677	XP_004929853.1
BGIBMGA011412	NP_001165386.1
BGIBMGA005237	XP_012546158.1
BGIBMGA004046	XP_012549255.1
BGIBMGA004340	NP_001040277.1
BGIBMGA010451	XP_004929432.2
BGIBMGA010005	XP_004923310.1
BGIBMGA001992	XP_004932893.1
BGIBMGA010048	XP_012553042.1
BGIBMGA011449	XP_012551358.1
BGIBMGA002376	XP_012550222.1
BGIBMGA003721	XP_004930192.1
BGIBMGA001460	XP_012548824.1
BGIBMGA005309	XP_004932298.1
BGIBMGA005156	XP_004921851.1
BGIBMGA001436	XP_004929657.1
BGIBMGA013971	XP_004933537.1
BGIBMGA007103	XP_004932543.1
BGIBMGA006713	NP_001243931.1
BGIBMGA010326	XP_004926545.1
BGIBMGA004508	XP_012545732.1
BGIBMGA002418	XP_012550214.1
BGIBMGA012095	XP_012551595.1
BGIBMGA009917	XP_012553395.1
BGIBMGA005279	XP_012544092.1
BGIBMGA012408	XP_012545371.1
BGIBMGA005641	XP_004921977.1
BGIBMGA011869	XP_012550546.1
BGIBMGA003371	XP_004922974.1
BGIBMGA004876	XP_012553130.1
BGIBMGA012985	XP_004928899.1
BGIBMGA004027	XP_004922398.1
BGIBMGA008935	XP_012550557.1
BGIBMGA011318	XP_004930804.1
BGIBMGA002835	XP_004921564.1
BGIBMGA014035	XP_012552252.1
BGIBMGA009646	XP_004933315.1
BGIBMGA010791	XP_012551707.1
BGIBMGA001798	XP_012547988.1
BGIBMGA010490	XP_004929393.1
BGIBMGA010403	NP_001040198.1
BGIBMGA005046	NP_001243973.1
BGIBMGA003834	XP_012546073.1
BGIBMGA005714	XP_012546365.1
BGIBMGA010407	XP_004929464.1
BGIBMGA003138	XP_004930921.1
BGIBMGA007001	XP_004932540.1
BGIBMGA013442	XP_012546186.1
BGIBMGA002339	XP_004922101.1
BGIBMGA005895	XP_004924718.1
BGIBMGA010368	XP_012548575.1
BGIBMGA000275	NP_001166673.1
BGIBMGA002968	XP_004930996.2
BGIBMGA010695	XP_004927255.1
BGIBMGA006388	NP_001166809.1
BGIBMGA011937	XP_012544130.1
BGIBMGA000695	XP_012549071.1
BGIBMGA010747	XP_012551689.1
BGIBMGA011786	NP_001186866.1
BGIBMGA005670	XP_004922001.1
BGIBMGA006039	XP_012548371.1
BGIBMGA004359	XP_012550674.1
BGIBMGA006742	NP_001091793.1
BGIBMGA008967	XP_012550648.1
BGIBMGA011645	XP_004931563.1
BGIBMGA011993	XP_012544126.1
BGIBMGA008385	XP_004928175.1
BGIBMGA011567	XP_004932678.1
BGIBMGA009545	XP_012546782.1
BGIBMGA006397	XP_012549583.1
BGIBMGA007698	XP_012547823.1
BGIBMGA000520	NP_001036950.1
BGIBMGA008850	XP_012550611.1
BGIBMGA013641	XP_004925275.1
BGIBMGA010835	XP_012551651.1
BGIBMGA011218	XP_012549721.1
BGIBMGA000479	XP_012549036.1
BGIBMGA011171	XP_004930796.1
BGIBMGA011804	XP_004931522.1
BGIBMGA005719	XP_012546367.1
BGIBMGA007847	XP_004928766.2
BGIBMGA009985	XP_004926449.1
BGIBMGA008315	XP_012547530.1
BGIBMGA002997	XP_004931076.1
BGIBMGA013607	XP_012545068.1
BGIBMGA010964	XP_004925483.1
BGIBMGA007581	XP_012544539.1
BGIBMGA007290	XP_012545575.1
BGIBMGA002827	XP_004926634.1
BGIBMGA010939	XP_004924769.2
BGIBMGA001596	XP_004929724.1
BGIBMGA007280	XP_004925899.1
BGIBMGA008926	XP_004931704.1
BGIBMGA005409	XP_012550871.1
BGIBMGA004534	XP_004926067.1
BGIBMGA004209	XP_012544202.1
BGIBMGA003318	XP_004923043.1
BGIBMGA001013	XP_012547282.1
BGIBMGA012964	XP_012548119.1
BGIBMGA002406	XP_004931166.1
BGIBMGA006211	XP_012548368.1
BGIBMGA007850	XP_004928568.1
BGIBMGA012561	NP_001166816.1
BGIBMGA011921	XP_004924173.1
BGIBMGA011270	XP_004930726.1
BGIBMGA008333	NP_001166738.1
BGIBMGA004028	XP_004922393.1
BGIBMGA007790	NP_001040195.1
BGIBMGA003413	XP_012552837.1
BGIBMGA002008	XP_012551481.1
BGIBMGA002815	XP_012547332.1
BGIBMGA005425	NP_001040407.1
BGIBMGA004302	XP_012545121.1
BGIBMGA003279	XP_004925033.2
BGIBMGA014381	NP_001189462.1
BGIBMGA013295	XP_004924909.1
BGIBMGA013988	XP_004933557.1
BGIBMGA012114	NP_001127707.1
BGIBMGA000331	NP_001166713.1
BGIBMGA006838	NP_001037042.1
BGIBMGA012546	NP_001037231.1
BGIBMGA004551	XP_012553212.1
BGIBMGA013492	XP_004926256.1
BGIBMGA013615	XP_004925257.1
BGIBMGA007334	XP_004923973.1
BGIBMGA010621	XP_004925552.1
BGIBMGA014366	XP_012546994.1
BGIBMGA003853	XP_012544833.1
BGIBMGA013782	XP_004923447.1
BGIBMGA000220	XP_012550830.1
BGIBMGA006907	NP_001040134.1
BGIBMGA009758	XP_012551903.1
BGIBMGA009621	NP_001266364.1
BGIBMGA005615	XP_012546333.1
BGIBMGA006657	XP_012549383.1
BGIBMGA011545	NP_001104005.1
BGIBMGA009442	XP_004922843.1
BGIBMGA006277	XP_012553292.1
BGIBMGA002924	NP_001243922.1
BGIBMGA011074	XP_004921766.2
BGIBMGA012337	XP_012551745.1
BGIBMGA010160	XP_004931403.2
BGIBMGA012202	XP_012544995.1
BGIBMGA003877	XP_004924925.1
BGIBMGA000375	XP_004931897.1
BGIBMGA007807	XP_012547994.1
BGIBMGA006162	XP_004929216.1
BGIBMGA000062	NP_001103763.1
BGIBMGA005423	XP_004932264.1
BGIBMGA003724	XP_004930196.1
BGIBMGA013537	XP_012545876.1
BGIBMGA008814	NP_001037080.1
BGIBMGA008210	NP_001040345.1
BGIBMGA009380	XP_004923823.1
BGIBMGA011157	XP_012545675.1
BGIBMGA006043	NP_001040215.1
BGIBMGA012313	NP_001119720.1
BGIBMGA012412	XP_004925635.2
BGIBMGA008822	XP_012548161.1
BGIBMGA011789	XP_004931634.1
BGIBMGA001292	XP_012547121.1
BGIBMGA008598	XP_012545316.1
BGIBMGA004606	XP_004923510.1
BGIBMGA001287	XP_012547165.1
BGIBMGA011225	XP_004930756.1
BGIBMGA008641	XP_012546570.1
BGIBMGA010398	XP_004929480.2
BGIBMGA003484	XP_012549218.1
BGIBMGA000211	XP_012547048.1
BGIBMGA001411	NP_001040223.1
BGIBMGA010146	XP_012550231.1
BGIBMGA005427	XP_012553005.1
BGIBMGA004304	XP_012545151.1
BGIBMGA009869	XP_004923640.1
BGIBMGA004030	XP_004927454.1
BGIBMGA006531	XP_012549649.1
BGIBMGA008226	NP_001037662.1
BGIBMGA013023	XP_004928937.1
BGIBMGA008595	XP_004925604.1
BGIBMGA006175	XP_004929228.1
BGIBMGA004749	XP_004924110.2
BGIBMGA007726	XP_004928510.1
BGIBMGA013421	XP_004923610.1
BGIBMGA012016	XP_004932965.1
BGIBMGA002250	XP_012546805.1
BGIBMGA010619	NP_001037059.1
BGIBMGA013444	XP_012550883.1
BGIBMGA013777	NP_001040329.1
BGIBMGA011240	XP_004930746.1
BGIBMGA014146	XP_012545792.1
BGIBMGA000904	XP_012547158.1
BGIBMGA010328	XP_012546670.1
BGIBMGA010662	XP_004925584.1
BGIBMGA009599	XP_004926335.1
BGIBMGA003390	XP_004922983.2
BGIBMGA000352	XP_012550726.1
BGIBMGA014097	XP_004933868.1
BGIBMGA014034	XP_012552254.1
BGIBMGA014112	XP_004925189.2
BGIBMGA009585	XP_012545957.1
BGIBMGA011496	XP_004932628.1
BGIBMGA008487	XP_012547620.1
BGIBMGA014495	NP_001166890.1
BGIBMGA004702	XP_004926527.1
BGIBMGA010323	XP_012546144.1
BGIBMGA000082	XP_012552954.1
BGIBMGA003516	XP_004930127.1
BGIBMGA013342	XP_004926643.1
BGIBMGA011922	XP_012544118.1
BGIBMGA000162	XP_012552892.1
BGIBMGA007233	NP_001040291.1
BGIBMGA000296	XP_004932030.1
BGIBMGA000183	XP_012547004.1
BGIBMGA008066	NP_001266372.1
BGIBMGA013611	XP_012545111.1
BGIBMGA006258	XP_004923593.2
BGIBMGA000637	XP_004929820.1
BGIBMGA011637	XP_004931576.1
BGIBMGA010392	XP_012548596.1
BGIBMGA012242	NP_001127733.1
BGIBMGA008898	XP_004931751.1
BGIBMGA010576	XP_004929503.1
BGIBMGA013812	NP_001108339.1
BGIBMGA009498	XP_012552700.1
BGIBMGA001957	XP_012551994.1
